Index,SMILES,ER Binding True,CERAPP ER Binding Consensus,HC ER Binding RF,ER Agonist True,CERAPP ER Agonist Consensus,HC ER Agnoist RF,ER Antagonist True,CERAPP ER Antagonist Consensus,HC ER Antagonist RF
3563,OC(=O)CCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3564,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,,,,1,1,1,0,1,1
3565,CCCC(=O)OCC,0,0,0,0,0,0,0,0,0
3566,CN1CCN(CC1)C1=NC2=CC(F)=CC=C2CC2=C1C=CC=C2,0,0,0,0,0,0,0,0,1
3567,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC(=O)CCC(O)=O,0,0,,0,0,,0,0,
3568,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,,,,,,,0,0,0
3569,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,0,0,1,0,0,0,0,0,1
3570,CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,,,,0,0,0,1,0,1
3571,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,0,0,1,0,0,0,0,0,1
3572,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,0,0,,0,0,,0,0,
3573,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,0,0,0,0,0,0,0,0,1
3574,CC1=CC(=C(O)C(=C1)N1N=C2C=CC(Cl)=CC2=N1)C(C)(C)C,0,0,0,0,0,1,0,0,1
3575,COC(=O)C1C(C(C(=O)OCC)C(C)=NC=1C)c1cccc(Cl)c1Cl,0,0,0,0,0,1,0,0,1
3576,ClC1=NN=C(Cl)C2=CC=CC=C12,0,0,0,0,0,1,0,0,0
3577,COCC(COP(O)(=O)OCC[N+](C)(C)C)CSCCCCCCCCCCCCCCCC,,,,0,,,,,
3578,CC(=O)Nc1cc(ccc1O)[As](O)(O)=O,0,0,0,0,,0,0,,0
3579,C1CCC(CC1)SSC1CCCCC1,0,0,0,0,0,0,0,0,0
3580,OC(=O)C1CCC(=O)N1,0,0,0,0,0,0,0,0,0
3581,OC(=O)CCSCCC(O)=O,0,0,0,0,0,0,0,0,0
3582,CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1,1,1,1,1,1,1,1,1,1
3583,OCC1OC(CC1O)N1C=C(F)C(=O)NC1=O,0,0,0,0,0,0,0,0,0
3584,NC(CCCNC(N)=N)C(O)=O,0,0,0,0,0,0,0,0,0
3585,CCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3586,CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12,0,1,1,0,0,0,0,0,1
3587,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0,0,,0,0,,0,0,
3588,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,1
3589,OC1CC(OC1CO)N1C=C(C=CBr)C(=O)NC1=O,0,,0,0,,0,0,,0
3590,CN1C(CC(=O)N(C)C1=O)=NCCN(CCO)CCCc1ccc(cc1)[N+]([O-])=O,0,0,0,0,0,0,0,0,1
3591,CC(C)(C)C(=O)C1=CC=CC=C1,,,,,,,0,0,0
3592,C1OC1C1CCC2OC2C1,0,0,0,0,0,0,0,0,0
3593,CCN(CC)CCOC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,0,1,1,0,0,0,0,0,1
3594,CNC(C)CC1=CC=CC=C1OC,0,0,0,0,0,0,0,0,0
3595,CC(C(O)C1=CC=CC=C1)N(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0,0,1
3596,COC(=O)C1C(C(C(=O)OCCN(C)Cc2ccccc2)=C(C)N=C1C)c1cc(ccc1)[N+]([O-])=O,,,,0,0,,,,
3597,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,1,0,,,,,,,
3598,CC(=O)C1CCCCC1=O,0,0,0,0,0,0,0,0,0
3599,CC(C)C1CCC(CC1)C(=O)NC(Cc1ccccc1)C(O)=O,0,0,0,0,0,0,0,0,0
3600,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,0,0,,0,0,,0,0,
3601,NC1=NC2=C(S1)C=CC=C2Cl,0,0,0,0,0,0,0,0,0
3602,OS(=O)(=O)C1=CC(=C2N=C(C=CC2=C1)C1C(=O)C2=CC=CC=C2C1=O)S(O)(=O)=O,0,0,,0,0,,0,0,
3603,CC(C)[N+]1(C)C2CC(CC1CC2)OC(=O)C(CO)c1ccccc1,0,0,0,0,0,0,0,0,1
3604,C[N+](C)(C)CCO,0,0,0,0,0,0,0,0,0
3605,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
3606,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,0,0,0,0,0,0,0,0,0
3607,CCCCC,0,0,0,0,0,0,0,0,0
3608,ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1,0,0,0,0,0,1,0,0,0
3609,CC(C)CCCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,,,,0,,1,,,
3610,OC(=O)CC(O)=O,0,0,0,0,0,0,0,0,0
3611,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,1,0,0,1
3612,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C,0,1,1,0,1,1,0,1,0
3613,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,0,1,0,0,0,0,0,0,1
3614,O=P(OC1=CC=CC=C1)OC1=CC=CC=C1,,,,,,,0,1,0
3615,CCCCCCCCCCCCCCCCCCOCC(O)CO,0,0,0,0,0,0,0,0,1
3616,CC1=CCC(CC=O)C1(C)C,0,0,0,0,0,0,0,0,0
3617,CCOc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,0,0,0,0,0,0,0,0,1
3618,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,0,0,0,0,0,0,0,0,0
3619,CCCCC1=CC=C(N)C=C1,,,,0,0,0,0,0,0
3620,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,,,,0,0,0,0,0,0
3621,OC1OC2C(OC(=O)C2O)C1O,0,0,0,0,0,0,0,0,0
3622,CC(C)C1CC=C(C)C=C1,0,0,0,0,0,0,0,0,0
3623,CCC[N+]1(C)CCCCC1,0,0,0,0,0,0,0,0,0
3624,C(CC1=CC=NC=C1)CC1=CC=NC=C1,0,0,0,0,0,0,0,0,0
3625,CC1=CC(O)=C(C)C(C)=C1,,,,0,0,1,,,
3626,CC1OCC(=O)C1=O,0,0,0,0,0,0,0,0,0
3627,C#CCC(Cc1c[n]c2[n]c(N)[n]c(N)c2[n]1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O,0,0,,0,0,,0,0,
3628,CCCCCCCCCI,,,,,,,0,0,0
3629,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,0,0,0,0,0,,0,0,
3630,BrC(Br)C(Br)(Br)Br,0,0,,0,0,,0,0,
3631,CC(=O)OC1C2(CC)C=CCN3CCC4(C(N(C=O)c5cc(OC)c(cc45)C4(CC5CC(O)(CN(C5)CCc5c4[nH]c4ccccc54)CC)C(=O)OC)C1(O)C(=O)OC)C23,0,,,0,,,0,,
3632,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1,,,,0,0,0,,,
3633,C[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,0,,0,0,,0,0,,0
3634,COC1=CC=C(OC)C=C1,0,0,0,0,0,0,0,0,0
3635,CC1(C)CCC(O)C2(C)C1C(O)C(OC(C)=O)C1(C)OC(C)(CC(=O)C12O)C=C,0,1,0,0,0,1,0,1,0
3636,CC1=C(SSC2=C(C)OC=C2)C=CO1,0,0,0,0,0,0,0,0,0
3637,CC[N+]1(CCOC(=O)C(O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1,,,,,,,0,0,1
3638,NC(=O)NC(N)=O,0,0,,0,0,,0,0,
3639,CCCCC(CC)COCCO,0,0,0,0,0,0,0,0,0
3640,CC1(C)SC2C(NC(=O)C(c3c[s]cc3)C(O)=O)C(=O)N2C1C(O)=O,0,0,0,0,0,0,0,0,
3641,CCOC(=O)CC(=O)CCl,0,0,0,0,0,0,0,0,0
3642,CNC(C)=O,0,0,0,0,0,0,0,0,0
3643,CC(C)(C)C(=O)OCOC(=O)C1N2C(CC2=O)S(=O)(=O)C1(C)C,,,,0,0,0,,,
3644,CCNS(=O)(=O)C1=CC=C(C)C=C1,0,0,0,0,0,0,0,0,0
3645,OC1=CC=C(C=C1S(O)(=O)=O)C1(OC(=O)C2=C(Br)C(Br)=C(Br)C(Br)=C12)C1=CC=C(O)C(=C1)S(O)(=O)=O,0,0,,0,0,,0,0,
3646,CC(CCC(O)=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O,0,1,1,0,1,1,0,1,0
3647,CC[N+]1=CC=CC=C1,,,,0,0,0,,,
3648,CCOC(=O)OCC,0,0,0,0,0,0,0,0,0
3649,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0,,1,0,,1,0,,0
3650,CC(C)C1=CC=C(CO)C=C1,,,,,,,0,0,0
3651,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,1,0,1,,,,,,
3652,CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC=C(C=C1)S(O)(=O)=O,0,,0,0,,0,0,,0
3653,CC(CC(O)=O)CC(C)(C)C,0,0,0,0,0,0,0,0,0
3654,CC(=O)OCC[N+](C)(C)C,0,0,0,0,0,0,0,0,0
3655,CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C,,,,0,0,0,1,0,1
3656,COS(=O)(=O)C(F)(F)F,0,0,0,0,0,0,0,0,0
3657,Nc1[n]c[n]c2c1[n]c[n]2C1OC(CO)C(O)C1O,0,,0,0,,0,0,,0
3658,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,0,0,0,0,0,0,0,0,1
3659,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,0,0,1,0,0,0,0,0,1
3660,CCNC1=CC=CC=C1,,,,,,,0,0,0
3661,CCCCC(C)(O)CC=CC1C(CCCCCCC(=O)OC)C(=O)CC1O,0,,0,0,,1,0,,1
3662,CC(O)C(NC(=O)C1CC(CCC)CN1C)C1OC(SC)C(O)C(O)C1O,0,0,,0,0,,0,0,
3663,CC=C1CC2CC1C=C2,0,,0,0,,0,0,,0
3664,OCCN(CCO)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3665,O=CC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3666,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,0,1,1,0,0,1,0,1,1
3667,CC(=O)CCC(C)=O,0,0,0,0,0,0,0,0,0
3668,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
3669,COC1=CC(CCC(C)=O)=CC=C1O,0,1,1,0,1,1,0,1,0
3670,C[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,1,0,0,0
3671,NC1=CC=C(N)C2=CC=CC=C12,,,,0,0,1,1,0,0
3672,C=CC1CSC2C(NC(=O)C(=NOCC(O)=O)c3c[s]c(N)[n]3)C(=O)N2C=1C(O)=O,0,,,0,,0,0,,
3673,CC(C)C1=CC=CC=C1C(C)C,0,0,0,0,0,1,0,0,0
3674,ClC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,,,,0,0,1,0,0,0
3675,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,1,1,1,1,1,1,0,1,0
3676,IC(I)I,,,,,,,0,0,
3677,CO,0,0,0,0,0,0,0,0,0
3678,CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C,,,,,,,0,0,
3679,OC(=O)C1=NC2=C(C(O)=C1)C1=NC3=C(OC1=CC2=O)C=CC=C3,0,0,,0,0,,0,0,
3680,CCCSC(=O)N(CCC)CCC,0,0,0,0,0,0,0,0,0
3681,CC(C)C1=CC=CC(C(C)C)=C1O,0,0,1,0,0,1,0,0,0
3682,CCCSC1=C(OC)C=C(CCN)C(OC)=C1,0,0,0,0,0,0,0,0,0
3683,CC(C)(C1=CC=CC=C1)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C(=C1)C(C)(C)C1=CC=CC=C1,0,1,1,0,1,0,0,0,1
3684,CC(C)=CCOC1=C2OC(=O)C=CC2=CC2=C1OC=C2,0,0,1,0,0,1,0,0,0
3685,CC1=C(C=CC(O)=C1)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C=C1,1,1,1,1,1,1,,,
3686,OCC(CO)(CO)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3687,CCC(c1[n]c(CCN(CC)CC)o[n]1)c1ccccc1,0,0,0,0,0,0,0,0,1
3688,C[n]1[n][n][n]c1SCC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C=1C(O)=O,0,0,,0,0,0,0,0,
3689,NC(=O)C(=O)N=NCC1=CC=C(O1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3690,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,0,0,0,0,0,0,0,0,1
3691,CC1(C)C(C1C=C(Cl)C(F)(F)F)C(=O)OCc1cccc(-c2ccccc2)c1C,,,,0,,1,,,
3692,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1,0,0,,0,0,,0,0,
3693,O=C1CC2CC1C1CCCC21,0,0,0,0,0,0,0,0,0
3694,OCCOC(=O)C=C,,,,,,,0,0,0
3695,CN(C)CCCNCCCN,,,,,,,0,0,0
3696,CC(=O)CC(C)(C)NC(=O)C=C,0,0,0,0,0,0,0,0,0
3697,CCCC(CCC)C(N)=O,0,0,0,0,0,0,0,0,0
3698,OS(=O)(=O)C1=C(NC2=CC=CC=C2)C=CC(NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)=C1,0,0,,0,0,0,0,0,
3699,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,1,0,0,0
3700,CC(=O)C1CCOC1=O,0,0,0,0,0,0,0,0,0
3701,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,,,,0,0,0,,,
3702,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,,,,,,,0,0,0
3703,S=C=NC1=CC=C(C=C1)N=C=S,,,,1,0,0,0,0,0
3704,OC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1,,,,1,1,1,0,1,0
3705,Oc1cc2OC(c3cc(O)c(O)c(O)c3)C(=O)C(=O)c2c(O)c1,1,1,,,,,,,
3706,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl,,,,1,0,1,0,0,
3707,COC1=CC(N)=CC=C1C,0,0,0,0,0,0,0,0,0
3708,Oc1ccc2CC3NCCC45C(Oc1c42)C(O)C=CC53,,,,,,,0,1,1
3709,CON=C(C(=O)OC)C1=CC=CC=C1CON=C(C)C1=CC(=CC=C1)C(F)(F)F,,,,,,,1,,
3710,OC(=O)C1CCCN1,0,0,0,0,0,0,0,0,0
3711,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,,0,0,,1,0,
3712,CC12CCC3C(CCC4=CC(CCC43)OC(C)=O)C1CCC2(C#C)OC(C)=O,1,1,1,1,1,1,,,
3713,CCOC(=O)CCCCCCCCC(=O)OCC,,,,,,,0,0,0
3714,OS(=O)(=O)C1=CC=CC(=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3715,ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=CC=C1,,,,1,0,1,,,
3716,OC(=O)CCCCCCNC1C2=C(CCC3=C1C=CC=C3)C=CC=C2,0,0,0,0,0,0,0,0,0
3717,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3718,ClC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,,,,1,0,,,,
3719,CC1NCCOC1C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3720,OCC=Cc1ccccc1,0,,0,0,,0,0,,0
3721,Cc1ccccc1CNc1[n]c[n]c2c1[n]c[n]2C1OC(CO)C(O)C1O,0,0,0,0,0,0,0,0,1
3722,Cc1cc(C(CCN(C(C)C)C(C)C)c2ccccc2)c(O)cc1,0,1,1,0,0,0,0,1,1
3723,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,0,0,0,0,0,0,0,0,1
3724,O=C(CCCCCCCCCCCCC1CCCC1)NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)CCCCCCCCCCCCC2CCCC2)C=C1,0,0,,0,0,,0,0,
3725,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,,,,,,,0,0,0
3726,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,0,0,0,0,0,0,0,0,1
3727,COCCC#N,0,0,0,0,0,0,0,0,0
3728,CCCCCC=CC=CC(=O)OCC,0,0,0,0,0,0,0,0,0
3729,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,0,0,,0,0,,0,0,
3730,CNCCO,0,0,0,0,0,0,0,0,0
3731,CCC(Br)(CC)C(=O)NC(N)=O,0,0,0,0,0,0,0,0,0
3732,CC1=CC=CC=C1NC(=N)NC1=C(C)C=CC=C1,0,0,1,0,0,0,0,0,1
3733,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
3734,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(CC2=O)S(=O)(=O)C1(C)C,,,,0,0,,,,
3735,CCCCCCCCC=CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1,0,1,0,0,1,0,0,0,1
3736,C(N1CCN(CC1)C1=NC=CC=N1)C1=CC2=C(OCO2)C=C1,0,0,0,0,0,0,0,0,1
3737,CC1=CC=C(O)C(=C1)C(=O)C1=CC=CC=C1,0,1,1,0,1,1,0,1,0
3738,[O-][N+](=O)C1=CC=CC2=CC=CN=C12,0,0,0,0,0,0,0,0,0
3739,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C2C3C=COC3OC2=C1,,,,1,0,1,,,
3740,CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C,0,0,1,0,0,0,0,0,1
3741,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,,,,0,0,1,,,
3742,CC(COCCO)OCCO,0,0,0,0,0,0,0,0,0
3743,CC(Cl)(Cl)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3744,Cc1cc(C)c(C)cc1N=Nc1c2ccc(cc2cc(c1O)S(O)(=O)=O)S(O)(=O)=O,0,,0,0,,0,0,,0
3745,FC(F)(F)C1=CC=CC(=C1)N1CC(CCl)C(Cl)C1=O,0,0,0,0,0,0,0,0,1
3746,CC(C)(ON=C(c1c[s]c(N)[n]1)C(=O)NC1C2SCC(C[n+]3ccccc3)=C(C(O)=O)N2C1=O)C(O)=O,0,,,0,,,0,,
3747,CC1=CC=NC(N)=C1,0,0,0,0,0,0,0,0,0
3748,CC(C)(O)CCCC1=CCC(CC1)C=O,0,0,0,0,0,1,0,0,0
3749,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,1,1,1,1,1,1,0,1,1
3750,CCCCC1=NC=C(C=C(CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,0,0,0,0,0,0,0,0,1
3751,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,0,,0,0,,0,0,,1
3752,CC1N(C)C=CC(=O)C1=O,0,0,0,0,0,0,0,0,0
3753,CCC1(C)CC(=O)NC(=O)C1,0,0,0,0,0,0,0,0,0
3754,OCC=CCO,,,,,,,0,,0
3755,COC1=CC=CC=C1OC(=O)OC1=CC=CC=C1OC,0,0,1,0,0,1,0,0,0
3756,BrC1=C(Br)C(Br)=C(Br)C(OC2=CC(Br)=C(Br)C(Br)=C2Br)=C1,0,0,,0,0,,0,0,
3757,CC(C)(O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
3758,CCC[N+](CCC)(CCC)CCC,0,0,0,0,0,0,0,0,0
3759,OCCNC(=O)C=Cc1ccccc1,0,,0,0,,0,0,,0
3760,ClCC=C,,,,1,0,0,0,0,0
3761,CC1CCC(CO)CC1,0,0,0,0,0,0,0,0,0
3762,CCC=CCCOC(=O)C(C)C,0,0,0,0,0,0,0,0,0
3763,CC1=NC(=O)N(C(C)CC)C(=O)C1Br,0,0,0,0,0,0,0,0,0
3764,O=C1CCCCCCCCCCCCCC1,0,1,0,0,1,0,0,1,0
3765,O=C(OCCC1=CC=CC=C1)C1=CC=CC=C1,,,,,,,0,1,0
3766,CC1=CC(Cl)=CC=C1,0,0,0,0,0,0,0,0,0
3767,CC1=NC(C)=C(C(C1C(=O)OC)c1ccccc1[N+]([O-])=O)C(=O)OC,0,0,0,0,0,0,0,0,0
3768,CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,,,,0,0,0,0,0,1
3769,Cl[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,1,0,0,0
3770,CCO[Si](C)(CCCOCC1CO1)OCC,0,0,0,0,0,0,0,0,0
3771,NCCCNCCCN,0,0,0,0,0,0,0,0,0
3772,CCN(CC)CCOC1=CC=CC=C1OC,0,1,0,0,0,0,0,0,0
3773,ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,
3774,CC(=O)OC1=CC=CC(C)=C1,0,0,0,0,0,0,0,0,0
3775,CN1C(C(=O)Nc2cccc[n]2)C(=O)c2[s]ccc2S1(=O)=O,0,0,0,0,0,0,0,0,0
3776,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,,,,,,,0,1,0
3777,CCCCCCCCCCCCCCCC(O)C(N)CO,0,0,0,0,0,0,0,0,1
3778,CCCCOC(=O)C(C)CC,0,0,0,0,0,0,0,0,0
3779,COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3780,OCC1CCC2C3CC(CC3CO)C12,0,1,0,0,0,0,0,1,0
3781,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,,,,,,,1,0,1
3782,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,0,0,0,0,0,0,0,0,0
3783,CC(C)(C)C1=CC=C(C=O)C=C1,0,0,0,0,0,0,0,0,0
3784,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,1,0,1,0,0,0,,,
3785,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,,,,0,0,0,0,0,0
3786,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,0,0,0,0,0,0,0,0,0
3787,NC(CC1=CC=C(O)C=C1)C(O)=O,,,,,,,0,0,0
3788,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O,0,0,0,0,0,0,0,0,0
3789,CCCC(C)C(O)=O,0,0,0,0,0,0,0,0,0
3790,CCN(CC)CC1=C(O)C=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C1,0,0,0,0,0,0,0,0,1
3791,CCCCC(O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3792,ClCCCCCCCl,0,0,0,0,0,0,0,0,0
3793,CC1=CC=C(O1)C(O)=O,0,0,0,0,0,0,0,0,0
3794,OS(=O)(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3795,CC(=O)OCCOCCOCCOC(C)=O,0,0,0,0,0,0,0,0,0
3796,CC(=O)NC1C(O)C(O)C(CO)OC1O,0,0,0,0,0,0,0,0,0
3797,CC(C)N(C(C)C)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3798,CC(C)C1CCC2C(C=1)=CCC1C(C)(CCCC21C)C(=O)OC,0,0,1,0,0,1,0,0,1
3799,CC(O)C(C)O,0,0,0,0,0,0,0,0,0
3800,OC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
3801,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,0,0,0,0,0,0,0,0,1
3802,OC1=CC=C(C=C1)C(=C(Cl)Cl)C1=CC=C(O)C=C1,1,1,1,,,,,,
3803,ClC1=CC2=CC3=CC=CC=C3C=C2C=C1,0,1,1,0,1,1,0,1,0
3804,CC(C)CCON=O,0,0,0,0,0,0,0,0,0
3805,CCCCC(CC)COC(=O)CS,,,,0,0,0,,,
3806,CN(C)C(=O)NC1=CC=CC(OC(=O)NC(C)(C)C)=C1,0,0,0,0,0,0,0,0,0
3807,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,,,,,,,0,0,1
3808,CC12CCC3C(CCC4CC(OC(C)=O)C(CC43C)N3CC[N+](C)(C)CC3)C1CC(C2OC(C)=O)N1CC[N+](C)(C)CC1,0,,,0,,,0,,
3809,CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC,0,0,1,0,0,0,0,0,0
3810,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,0,0,1,0,0,0,0,0,1
3811,CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2,,,,,,,0,0,0
3812,CNC(C)C(O)C1=CC=C(O)C=C1,0,1,0,0,1,0,0,1,0
3813,OC(CNCCCCCCNCC(O)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,0,1,1,0,0,0,0,0,1
3814,CCC(CC)C(O)=O,0,0,0,0,0,0,0,0,0
3815,ClC1=CC=CC(Cl)=C1N(CC=C)C1=NCCN1,,,,,,,0,0,0
3816,CC(CCO)CCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
3817,CO[Si](CCCCl)(OC)OC,0,0,0,0,0,0,0,0,0
3818,CC(COC(C)(C)C)OCCCO,0,0,0,0,0,0,0,0,0
3819,CC1=CC=CC(C)=C1NC(=O)CN1CCCC1,0,0,0,0,0,0,0,0,0
3820,CCCCCC=CCC=CCCCCCCCC(O)=O,,,,0,0,0,,,
